index,id,artist,asciiName,availability,borderColor,cardKingdomFoilId,cardKingdomId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceName,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isOnlineOnly,isOversized,isPromo,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,layout,leadershipSkills,life,loyalty,manaCost,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,scryfallId,scryfallIllustrationId,scryfallOracleId,setCode,side,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
623,624,Julie Baroh,,paper,white,,13164,B,,B,1,,6518,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{X}{B},4675,,,6df9094b-72fd-5377-b9af-c89612ee1b73,,,668,Mind Twist,116,,"Opponent must discard X cards at random from hand. If opponent doesn't have enough cards in hand, entire hand is discarded.",Sorcery,,,"2ED,3ED,4BB,4ED,CED,CEI,FBB,LEA,LEB,ME3,MP2,PRM,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/f6056e136fe10a24', 'tcgplayer': 'https://mtgjson.com/links/07adc94ae18622ca'}",rare,f3d7381b-9075-4c9b-adf5-a0d1c26fab67,8ff2cd72-bebb-40ea-978e-9342d6d29535,78f9c223-9982-4282-a496-a6f892f0a5bf,2ED,,,,9138,Target player discards X cards at random.,,Sorcery,Sorcery,bc839ef4-8aba-5a23-a104-fcc4cb7cf742,,
624,625,Christopher Rush,,paper,white,,13173,B,,B,2,,11047,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Haste,normal,,,,{B}{B},4677,,,95c82cb3-09f3-5868-b004-2e8319e28894,,,669,Nether Shadow,117,,"If Shadow is in graveyard with any combination of cards above it that includes at least three creatures, it can be returned to play during upkeep for its normal casting cost. Shadow can attack on same turn summoned or returned to play.",Summon - Shadow,,1,"2ED,3ED,4BB,4ED,5ED,CED,CEI,FBB,LEA,LEB,ME1,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/b0b36f9ebfff8947', 'tcgplayer': 'https://mtgjson.com/links/95b58874436c75c9'}",rare,18e057ae-8e60-478c-b047-605dab356835,d7cc7160-b159-428a-9160-2d98be0fe5fa,c358b9e2-524c-434b-b3fa-74d2aa6d1df7,2ED,,Spirit,,9149,"Haste
At the beginning of your upkeep, if Nether Shadow is in your graveyard with three or more creature cards above it, you may put Nether Shadow onto the battlefield.",1,Creature — Spirit,Creature,818b3a93-f0e0-5787-97ec-296c1bbd946c,,
625,626,Quinton Hoover,,paper,white,,13174,B,,B,3,,13086,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{B},4679,,,b0cb3776-3a68-51bb-8e76-ff28e14310ea,,,670,Nettling Imp,118,,"Tap to force a particular one of opponent's non-wall creatures to attack. If target creature cannot attack, it is destroyed at end of turn. This tap should be played during opponent's turn, before the attack. May not be used on creatures summoned this turn.",Summon - Imp,,1,"2ED,3ED,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/7d7f98c1e6270d0f', 'tcgplayer': 'https://mtgjson.com/links/b21ceaf51a5e93b4'}",uncommon,96706002-176d-41f7-9788-3d0f7962ea03,7d961530-fe2f-42c4-9891-f6a9dfd35d28,c58dfcbf-49e6-4ef0-bd31-ebd81b0cfa41,2ED,,Imp,,9150,"{T}: Choose target non-Wall creature the active player has controlled continuously since the beginning of the turn. That creature attacks this turn if able. Destroy it at the beginning of the next end step if it didn't attack this turn. Activate only during an opponent's turn, before attackers are declared.",1,Creature — Imp,Creature,6ff92963-8391-52bc-a81c-ba2575f927ab,,
626,627,Melissa A. Benson,,paper,white,,13176,B,,B,6,,8133,,,,"The Nightmare arises from its lair in the swamps. As the poisoned land spreads, so does the Nightmare's rage and terrifying strength.",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{5}{B},4681,,,db639ca8-5433-5348-8492-ce4675c406ad,,,671,Nightmare,119,,"Flying
Nightmare's power and toughness both equal the number of swamps its controller has in play.",Summon - Nightmare,,*,"10E,2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,9ED,ANB,CED,CEI,FBB,LEA,LEB,M10,M14,M15,ORI,SUM,W16,W17",,"{'cardKingdom': 'https://mtgjson.com/links/5053716db53c1213', 'tcgplayer': 'https://mtgjson.com/links/b2001fb2e34a1e51'}",rare,747d4c99-0287-4138-af13-6244f33d2e57,b47ac44f-33c0-4c6f-adc0-fe066c4afa83,375932e6-1b3e-48dc-8154-9b664c3add34,2ED,,"Nightmare,Horse",,9152,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control.",*,Creature — Nightmare Horse,Creature,126b6cf7-5eff-5b8d-94a5-07f2571e6433,,
627,628,Anson Maddocks,,paper,white,,13183,B,,B,1,,15180,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{B},4683,,,b2523faf-8ee7-533d-8544-3e13ab95aec3,,,672,Paralyze,120,,Target creature is not untapped as normal during untap phase unless 4 mana are spent. Tap target creature when Paralyze is cast.,Enchant Creature,,,"2ED,3ED,4BB,4ED,5ED,CED,CEI,FBB,LEA,LEB,ME1,SUM,VMA",,"{'cardKingdom': 'https://mtgjson.com/links/4a765304b41a36b0', 'tcgplayer': 'https://mtgjson.com/links/030fa31db5928b82'}",common,e21b04cd-2d43-4d64-a1c2-46a9f02508d6,28dc2a01-98e2-4bc5-8439-b2839192457c,e9b4e857-39e5-4a06-89ad-3dd94b3f252a,2ED,,Aura,,9157,"Enchant creature
When Paralyze enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.
At the beginning of the upkeep of enchanted creature's controller, that player may pay {4}. If the player does, untap the creature.",,Enchantment — Aura,Enchantment,da3336e2-15e2-5d9e-a75b-bb9bfe854ddc,,
628,629,Jesper Myrfors,,paper,white,,13186,B,,B,4,,2457,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{B}{B},4685,,,c8eb56ec-d60a-52f2-882f-146828910e8c,,,673,Pestilence,121,,oB: Do 1 damage to each creature and to both players. Pestilence must be discarded at end of any turn in which there are no creatures in play at end of turn.,Enchantment,,,"2ED,3ED,4BB,4ED,5ED,6ED,BRB,CED,CEI,FBB,LEA,LEB,MB1,SUM,USG",,"{'cardKingdom': 'https://mtgjson.com/links/badda69953e656c8', 'tcgplayer': 'https://mtgjson.com/links/84434e9a11f5fffa'}",common,2be5a75e-2fef-4205-bdec-5ea0d1dd0733,dd3f5dbb-9fb4-4ff0-a549-e5a531685f68,dafe63ef-f3d6-45e7-877a-573da92ba85e,2ED,,,,9160,"At the beginning of the end step, if no creatures are on the battlefield, sacrifice Pestilence.
{B}: Pestilence deals 1 damage to each creature and each player.",,Enchantment,Enchantment,99556a6d-5d55-589e-ad93-37f91946228e,,
629,630,Anson Maddocks,,paper,white,,13191,B,,B,3,,17340,,,,"""Should you a Rat to madness tease
Why ev'n a Rat may plague you...""
—Samuel Coleridge, ""Recantation""",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{B},4687,,,b53e772c-9d59-5d6f-9cd5-926e3605ffb1,,,674,Plague Rats,122,,"The Xs below are the number of Plague Rats in play, counting both sides. Thus if there are 2 Plague Rats in play, each has power and toughness 2/2.",Summon - Rats,,*,"2ED,3ED,4BB,4ED,5ED,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/e13444c8620f9fdc', 'tcgplayer': 'https://mtgjson.com/links/d26ea7d88426e38f'}",common,f2a5bd30-a11f-4218-aca6-3183d82d02b9,fb0e7869-83e9-48ab-8868-dd2d5949590a,16cf1cf9-6900-406c-a5b4-0e5750f530e0,2ED,,Rat,,9165,Plague Rats's power and toughness are each equal to the number of creatures named Plague Rats on the battlefield.,*,Creature — Rat,Creature,5fdcff0b-3963-54bc-b1a1-080f7fc49c58,,
630,631,Jeff A. Menges,,paper,white,,13202,B,,B,1,,7377,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{B},4689,,,fa153a2a-3c18-5cf9-b7f2-bf5c7b8362e8,,,675,Raise Dead,123,,Return creature from  your graveyard to your hand.,Sorcery,,,"2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,9ED,ANB,CED,CEI,CN2,FBB,ITP,LEA,LEB,P02,POR,RQS,S99,SUM,W17",,"{'cardKingdom': 'https://mtgjson.com/links/6208fbe9333b8fe2', 'tcgplayer': 'https://mtgjson.com/links/8d60a323b66788ac'}",common,990dc823-881d-40ea-9731-d3f19c41aadc,f322bbca-db60-4733-9d6d-8c83921687a5,cbc9c731-181a-4f00-a7b0-eb7e56eac2ea,2ED,,,,9178,Return target creature card from your graveyard to your hand.,,Sorcery,Sorcery,8502d9b5-a66e-59dc-b498-6f1990a7069f,,
631,632,Tom Wänerstrand,,paper,white,,13214,B,,B,3,,2967,,,,"Trained in the arts of stealth, the royal assassins choose their victims carefully, relying on timing and precision rather than brute force.",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{B}{B},4691,,,9a01595b-20ab-5fc7-9371-c2bb920b49cb,,,676,Royal Assassin,124,,Tap to destroy any tapped creature.,Summon - Assassin,,1,"10E,2ED,3ED,4BB,4ED,8ED,9ED,CED,CEI,FBB,LEA,LEB,M10,M11,M12,PJJT,PJSE,PRM,PSUS,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/a9ae7da8733df35e', 'tcgplayer': 'https://mtgjson.com/links/631769dbda0d3fb1'}",rare,5cceb11b-0f70-4749-8a8c-d698cd01cd6e,2691aea1-6374-4d2d-94c4-03ac877e7101,9ed6f28f-a3db-48c5-9ab0-b90a7fba5f57,2ED,,"Human,Assassin",,9189,{T}: Destroy target tapped creature.,1,Creature — Human Assassin,Creature,d2b363da-0907-5d2f-b2ef-32fb04bd9af6,,
632,633,Dan Frazier,,paper,white,,13215,B,,B,1,,5535,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{B},4693,,,f47e9c9f-5c17-5bb8-9135-5b1c9a9c8e7a,,,677,Sacrifice,125,,"Destroy one of your creatures without regenerating it, and add to your mana pool a number of black mana equal to creature's casting cost.",Interrupt,,,"2ED,3ED,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/1dd92e2d9610a1c2', 'tcgplayer': 'https://mtgjson.com/links/130aca0721724022'}",uncommon,288323c1-13f1-481e-940e-5e4ecebb404e,8c8f5c0b-0105-408c-9727-618e9c9eb2a2,068b3692-411b-44d4-a7e9-005262760cfc,2ED,,,,9190,"As an additional cost to cast this spell, sacrifice a creature.
Add an amount of {B} equal to the sacrificed creature's mana value.",,Instant,Instant,8694d7bd-c3bb-5d36-9257-6546f247a1ab,,
633,634,Jesper Myrfors,,paper,white,,13219,B,,B,3,,19483,,,,"""They groaned, they stirred, they all uprose,/ Nor spake, nor moved their eyes;/ It had been strange, even in a dream,/ To have seen those dead men rise.""/ —Samuel Coleridge, ""The Rime of the Ancient Mariner""",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{2}{B},4695,,,d6521221-fc44-5a06-8725-ee597f514f5c,,,678,Scathe Zombies,126,,,Summon - Zombies,,2,"10E,2ED,3ED,4BB,4ED,5ED,6ED,7ED,8ED,9ED,ANB,CED,CEI,FBB,ITP,LEA,LEB,RQS,S99,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/3c31d2162030bf84', 'tcgplayer': 'https://mtgjson.com/links/fa3ed04a27423572'}",common,08e060d5-85f2-46a7-9f05-8a8c713ea999,4dd7d41e-1abd-4e25-8626-a695477db8b2,e0fefaf0-da20-4d58-8db7-019dba16c780,2ED,,Zombie,,9194,,2,Creature — Zombie,Creature,d37d9e03-1f42-56f1-8f4a-654783644a7d,,
634,635,Jeff A. Menges,,paper,white,,13220,B,,B,4,,20378,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{3}{B},4697,,,8e65d9fa-728d-5813-9514-f5c7e1f60509,,,679,Scavenging Ghoul,127,,"At the end of each turn, put one counter on the Ghoul for each other creature that was destroyed without regenerating during the turn. If Ghoul dies, you may use a counter to regenerate it; counters remain until used.",Summon - Ghoul,,2,"2ED,3ED,4BB,4ED,CED,CEI,FBB,LEA,LEB,ME4,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/8718b15dfe90f8fd', 'tcgplayer': 'https://mtgjson.com/links/9159c0d19e1baa07'}",uncommon,12459e80-2878-4a76-b45a-478ee3b0f7a4,72276832-e87c-4211-b320-718132fac97d,68c0c04e-b0d5-4721-83bf-bf18e8b7e680,2ED,,Zombie,,9195,"At the beginning of each end step, put a corpse counter on Scavenging Ghoul for each creature that died this turn.
Remove a corpse counter from Scavenging Ghoul: Regenerate Scavenging Ghoul.",2,Creature — Zombie,Creature,ef98bf57-d4e9-5322-a8cc-69421958c38e,,
635,636,Anson Maddocks,,paper,white,,13225,B,,B,5,,10647,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{3}{B}{B},4699,,,e5c65700-b001-5aff-96ca-1ad55182575b,,,680,Sengir Vampire,128,,"Flying
Vampire gets a +1/+1 counter each time a creature dies during a turn in which Vampire damaged it, unless the dead creature is regenerated.",Summon - Vampire,,4,"10E,2ED,3ED,4BB,4ED,9ED,ANB,BRB,BTD,CED,CEI,DDK,DPA,FBB,JMP,LEA,LEB,M12,M14,M15,MB1,ME4,ORI,PS11,PTC,SUM,TOR,W16,W17",,"{'cardKingdom': 'https://mtgjson.com/links/16ef9902e3552f36', 'tcgplayer': 'https://mtgjson.com/links/75a44bdd87a8f084'}",uncommon,ffd7ca8e-6437-4b85-81dd-7173200dcec7,e12665f8-1387-4460-94a8-d509027651ff,749141aa-f6c4-4ad8-b146-406e68ae9b0b,2ED,,Vampire,,9200,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Whenever a creature dealt damage by Sengir Vampire this turn dies, put a +1/+1 counter on Sengir Vampire.",4,Creature — Vampire,Creature,2d6a9c94-1abe-59aa-bcfc-7132f6acf1c1,,
636,637,Mark Poole,,paper,white,,13230,B,,B,2,,11887,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{B},4701,,,bae39fe1-628f-5e68-83d1-15083ab99f6f,,,681,Simulacrum,129,,"All damage done to you so far this turn is instead retroactively applied to one of your creatures in play. If this damage kills the creature it can be regenerated; even if there's more than enough damage to kill the creature, you don't suffer any of it. Further damage this turn is treated normally.",Instant,,,"2ED,3ED,4BB,4ED,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/bc2f6142a039db22', 'tcgplayer': 'https://mtgjson.com/links/38a6e12db2a469e6'}",uncommon,a80e1e4c-4b53-41d2-b038-2f9135d8455d,76118d27-6cbf-4823-9f2a-27c83c48141e,20d69989-7250-40c7-a064-8ed78ccbe556,2ED,,,,9205,You gain life equal to the damage dealt to you this turn. Simulacrum deals damage to target creature you control equal to the damage dealt to you this turn.,,Instant,Instant,a09bb5cd-f780-5a56-af7a-5a4f6523b04f,,
637,638,Sandra Everingham,,paper,white,,13231,B,,B,2,,10362,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{B}{B},4703,,,108774c8-7962-5fde-99ae-912d4cbf4e4b,,,682,Sinkhole,130,,Destroys any one land.,Sorcery,,,"2ED,CED,CEI,EMA,G10,LEA,LEB,ME4,PRM",,"{'cardKingdom': 'https://mtgjson.com/links/59cc1c6fd1f49bc5', 'tcgplayer': 'https://mtgjson.com/links/42350328e15a7465'}",common,485cef94-d7aa-4bb3-b2e6-61d0ccf8007e,2f21afec-1697-4496-95dd-0609dfacb372,5a46ad2a-35b1-4dd5-b7c3-fec36b7c67ab,2ED,,,,9206,Destroy target land.,,Sorcery,Sorcery,64025b07-40c1-5622-b1e0-f653b1e765e5,,
638,639,Ron Spencer,,paper,white,,13247,B,,B,2,,6638,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{B},4705,,,a2fc1608-8a8a-51c0-b8ac-9f53b68098b6,,,683,Terror,131,,Destroys target creature without possibility of regeneration. Does not affect black creatures and artifact creatures.,Instant,,,"10E,2ED,3ED,4BB,4ED,5ED,6ED,ATH,BRB,BTD,CED,CEI,DPA,FBB,FNM,ITP,LEA,LEB,ME4,MRD,P05,PRM,PS11,RQS,SUM,TD0",,"{'cardKingdom': 'https://mtgjson.com/links/6b1d2f885a73309f', 'tcgplayer': 'https://mtgjson.com/links/0769af5e4c87c940'}",common,df3c25cc-5705-4deb-be61-07a8a2716c86,f868fd9b-79d8-4269-b13d-3b41bc586895,b81f041d-98db-4408-9472-c483e4a502bc,2ED,,,,9224,"Destroy target nonartifact, nonblack creature. It can't be regenerated.",,Instant,Instant,61158d94-8877-517c-9b82-59a33c2b3bbe,,
639,640,Douglas Shuler,,paper,white,,13264,B,,B,1,,13252,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{B},4707,,,7fc687aa-8459-576f-adc0-f6dca53b08f2,,,684,Unholy Strength,132,,Target creature gains +2/+1.,Enchant Creature,,,"10E,2ED,3ED,4BB,4ED,5ED,7ED,8ED,9ED,ATH,CED,CEI,DDC,DPA,DVD,FBB,LEA,LEB,M10,M11,PS11,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/89ab467d59e8b220', 'tcgplayer': 'https://mtgjson.com/links/7747967646d9e02d'}",common,7150245a-4fed-47cd-b13f-24507e89449d,595093b8-cceb-4ebf-8bd6-898e17390e67,090d88a9-7f2d-4bd1-a30a-7c48d05068be,2ED,,Aura,,9241,"Enchant creature
Enchanted creature gets +2/+1.",,Enchantment — Aura,Enchantment,3d7f0968-928a-577b-b0b7-1e2b4e3ffc24,,
640,641,Anson Maddocks,,paper,white,,13273,B,,B,3,,12186,,,,"The Wall of Bone is said to be an aspect of the Great Wall in Hel, where the bones of all sinners wait for Ragnarok, when Hela will call them forth for the final battle.",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Defender,normal,,,,{2}{B},4709,,,158e4d96-9d7a-5f73-9a41-8adfaec5cc89,,,685,Wall of Bone,133,,ooB Regenerates,Summon - Wall,,1,"2ED,3ED,4BB,4ED,5ED,7ED,CED,CEI,DDD,FBB,GVL,ITP,LEA,LEB,M10,RQS,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/a8b73aa4e5136403', 'tcgplayer': 'https://mtgjson.com/links/a36bc03c135f4a23'}",uncommon,ed63a624-dc31-4461-9cda-589a84dc5a40,a5076316-eae0-4675-ad45-35d7af36a02f,8ffe4986-9e09-4421-ad26-296a4c0df9e4,2ED,,"Skeleton,Wall",,9250,"Defender (This creature can't attack.)
{B}: Regenerate Wall of Bone. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",4,Creature — Skeleton Wall,Creature,fbd31004-3ba2-56f0-9f1b-3fe13f5557d1,,
641,642,Amy Weber,,paper,white,,13283,B,,B,2,,19819,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{B}{B},4711,,,a0389b1a-ac24-54c2-ba6b-da4fed053e55,,,686,Warp Artifact,134,,Warp Artifact does 1 damage to target artifact's controller at start of each turn.,Enchant Artifact,,,"2ED,3ED,4BB,4ED,5ED,CED,CEI,FBB,ITP,LEA,LEB,ME4,RQS,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/c3931af24c59fd77', 'tcgplayer': 'https://mtgjson.com/links/6997b600f31ad112'}",rare,d1320d4a-ecfc-4cd5-bc6b-445f63c17b27,ee37a8a2-a011-4095-a8a1-7c4a64307b8f,f4b18451-1f40-48bd-8ca9-eec784ad5dd7,2ED,,Aura,,9260,"Enchant artifact
At the beginning of the upkeep of enchanted artifact's controller, Warp Artifact deals 1 damage to that player.",,Enchantment — Aura,Enchantment,6fb9400e-02a3-5e0f-a6fe-476dcc9bbc2f,,
642,643,Douglas Shuler,,paper,white,,13285,B,,B,1,,21049,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{B},4713,,,1ddf624c-de63-5b24-b481-041e7cfe146a,,,687,Weakness,135,,"Target creature loses -2/-1; if this drops the creature's toughness below 1, it is dead.",Enchant Creature,,,"2ED,3ED,4BB,4ED,5ED,BRB,CED,CEI,FBB,ITP,LEA,LEB,M10,ME4,RQS,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/d4dddbbd1bbe2508', 'tcgplayer': 'https://mtgjson.com/links/84715b6d6ea4515d'}",common,b1646d85-2396-445c-9bbb-65bf65b0a63c,9977cbe7-f925-48bf-8a08-6777529af50b,f07a24c0-bf3c-4733-9473-c6be3b16950e,2ED,,Aura,,9262,"Enchant creature
Enchanted creature gets -2/-1.",,Enchantment — Aura,Enchantment,f7b0c7f0-cdc7-5176-8f50-998044284514,,
643,644,Jesper Myrfors,,paper,white,,13291,B,,B,1,,8283,,,,"""About, about in reel and rout
The death-fires danced at night;
The water, like a witch's oils,
Burnt green, and blue and white.""
—Samuel Coleridge, ""The Rime of the Ancient Mariner""",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Flying,normal,,,,{B},4715,,,76047173-5828-5ec1-b424-ab99d69981c0,,,688,Will-o'-the-Wisp,136,,Flying; ooB Regenerates,Summon - Will-O'-The-Wisp,,0,"2ED,3ED,4BB,4ED,9ED,A25,CED,CEI,FBB,LEA,LEB,MB1,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/caa3363cd40f99c2', 'tcgplayer': 'https://mtgjson.com/links/8dfbee5b5985d657'}",rare,73a2a070-464e-4749-87f1-2df5c8b2a93b,9d133a85-1174-477a-beae-32373e8d71ee,8b60fcfe-fb90-4a00-a708-25b59bfc9b5a,2ED,,Spirit,,9268,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{B}: Regenerate Will-o'-the-Wisp. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",1,Creature — Spirit,Creature,bd3b9639-6ec0-5dd1-9a54-ba0b7137d7dd,,
644,645,Jesper Myrfors,,paper,white,,13294,B,,B,2,,13280,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,normal,,,,{B}{B},4717,,,11ad7519-8481-5fad-ac1f-8c675c36fed9,,,689,Word of Command,137,,You may look at opponent's hand and choose any card opponent can legally play using mana from his or her mana pool or lands. Opponent must play this card immediately; you make all the decisions it calls for. This spell may not be countered after you have looked at opponent's hand.,Instant,,,"2ED,CED,CEI,LEA,LEB,ME4",,"{'cardKingdom': 'https://mtgjson.com/links/82260cd3d490b57b', 'tcgplayer': 'https://mtgjson.com/links/ab2562db9689a08a'}",rare,239c8547-207b-41d1-a2be-8825bfc6ef7f,58147ab5-fb67-4102-9b17-64adac0a4482,e8ad3a77-b293-4d69-b080-27ca9f95d443,2ED,,,,9271,"Look at target opponent's hand and choose a card from it. You control that player until Word of Command finishes resolving. The player plays that card if able. While doing so, the player can activate mana abilities only if they're from lands that player controls and only if mana they produce is spent to activate other mana abilities of lands the player controls and/or to play that card. If the chosen card is cast as a spell, you control the player while that spell is resolving.",,Instant,Instant,e2035cc5-cd36-5a25-932e-a2fd114e38ac,,
645,646,Jeff A. Menges,,paper,white,,13296,B,,B,3,,3213,,,,"They say the Zombie Master controlled these foul creatures even before his own death, but now that he is one of them, nothing can make them betray him.",,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{1}{B}{B},4719,,,8978d0f2-f50a-536f-84f7-4a4bc23d4524,,,690,Zombie Master,138,,"All zombies in play gain swampwalk and ""ooB Regenerates"" for as long as this card remains in play.",Summon - Lord,,2,"2ED,3ED,4BB,4ED,5ED,6ED,CED,CEI,FBB,LEA,LEB,ME4,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/af0401c574d0bfa9', 'tcgplayer': 'https://mtgjson.com/links/8afcba00c39b62ca'}",rare,d9b2accc-11e8-4bfd-97fc-d2f6bcd94c26,7441c48a-ca5a-415c-ad9d-2839e6e47f5b,5446c92f-ff22-4e9b-a2f6-e64c8560c1e0,2ED,,Zombie,,9273,"Other Zombie creatures have swampwalk. (They can't be blocked as long as defending player controls a Swamp.)
Other Zombies have ""{B}: Regenerate this permanent.""",3,Creature — Zombie,Creature,6c93ee8a-dc02-5d00-8850-2a28e8fee5bc,,
646,647,Mark Poole,,paper,white,,13026,R,,R,1,,17144,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Enchant,normal,,,,{R},4905,,,fdf7c841-0092-583b-b41e-5ce5ff0e8ae9,,,783,Burrowing,139,,Target creature gains mountainwalk.,Enchant Creature,,,"2ED,3ED,4BB,4ED,6ED,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/2effc6d358a1fc96', 'tcgplayer': 'https://mtgjson.com/links/6af20fb4fdfd3deb'}",uncommon,08c109d4-6dd1-42a5-90ed-f8a71b6a0ca5,6cf3f042-a491-4e74-952f-3f7aa7da9a7e,d6b9b88b-e31b-4b88-9d53-3df5687804ba,2ED,,Aura,,8998,"Enchant creature
Enchanted creature has mountainwalk. (It can't be blocked as long as defending player controls a Mountain.)",,Enchantment — Aura,Enchantment,f866c95a-1b8f-537a-b014-55479f25c34a,,
647,648,Dameon Willich,,paper,white,,13032,R,,R,1,,20596,,,,,,1993,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,normal,,,,{R},4907,,,deefcb89-2b5c-5794-899d-ce393e7f6ca1,,,784,Chaoslace,140,,"Changes the color of one card either being played or already in play to red. Cost to cast, tap, maintain, or use a special ability of target card remains entirely unchanged.",Interrupt,,,"2ED,3ED,4BB,4ED,CED,CEI,FBB,LEA,LEB,SUM",,"{'cardKingdom': 'https://mtgjson.com/links/132be4ad7c8127dd', 'tcgplayer': 'https://mtgjson.com/links/256705a8474f517d'}",rare,f2776675-8720-4a4d-8d7b-96de9ad14533,39c2a259-576d-4a47-99b7-2216b6d716cd,08842aa3-f923-46e9-a106-f542331e9cc1,2ED,,,,9004,Target spell or permanent becomes red. (Its mana symbols remain unchanged.),,Instant,Instant,f992c13e-7aa9-5b95-b4e4-e6865c0c05d5,,
